"Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","Referee","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","Season","Competition","Country","Year"
"E1",2022-03-05,"Stoke","Blackpool",0,1,"A",0,0,"D","T Harrington",10,9,2,4,15,10,2,2,3,3,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-05,"Swansea","Coventry",3,1,"H",2,0,"H","G Eltringham",8,12,3,4,9,11,1,4,2,2,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-08,"Barnsley","Stoke",1,1,"D",0,0,"D","L Doughty",7,12,2,2,15,11,2,8,2,0,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-08,"Blackburn","Millwall",0,0,"D",0,0,"D","D Whitestone",12,0,3,0,3,13,10,2,1,2,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-08,"Bournemouth","Peterboro",1,1,"D",0,1,"A","G Ward",22,6,2,2,6,9,3,7,2,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-08,"Coventry","Luton",0,1,"A",0,1,"A","O Langford",12,6,3,3,7,16,2,2,3,5,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-08,"Sheffield United","Middlesbrough",4,1,"H",2,0,"H","T Robinson",12,7,5,2,15,7,5,3,3,3,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-08,"Swansea","Fulham",1,5,"A",0,0,"D","J Gillett",5,12,3,7,6,10,2,5,0,0,1,0,"2021/22","England Championship","England",2022
"E1",2022-03-11,"West Brom","Huddersfield",2,2,"D",0,1,"A","M Donohue",13,15,4,9,12,6,6,7,3,2,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-12,"Barnsley","Fulham",1,1,"D",1,0,"H","T Robinson",8,16,3,3,15,13,4,5,4,3,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-12,"Birmingham","Hull",0,0,"D",0,0,"D","M Salisbury",13,8,2,2,10,15,5,6,0,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-12,"Blackburn","Bristol City",0,1,"A",0,0,"D","G Ward",14,8,7,3,11,12,7,3,1,3,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-12,"Blackpool","Swansea",1,0,"H",1,0,"H","S Martin",11,8,4,1,11,10,7,3,0,2,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-12,"Bournemouth","Derby",2,0,"H",1,0,"H","A Madley",14,8,7,3,11,6,7,4,3,2,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-12,"Cardiff","Preston",0,0,"D",0,0,"D","J Linington",9,9,3,3,7,5,5,2,2,2,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-12,"Coventry","Sheffield United",4,1,"H",1,1,"D","J Simpson",27,12,14,4,13,4,5,7,0,0,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-12,"Millwall","Middlesbrough",0,0,"D",0,0,"D","R Jones",10,7,2,4,12,7,8,6,4,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-12,"Nott'm Forest","Reading",4,0,"H",1,0,"H","T Bramall",10,7,5,3,18,14,2,4,2,4,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-12,"Peterboro","Stoke",2,2,"D",1,1,"D","D Whitestone",6,14,3,2,18,10,3,3,1,2,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-13,"Luton","QPR",1,2,"A",1,0,"H","J Smith",13,5,4,3,10,7,4,4,0,3,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-15,"Barnsley","Bristol City",2,0,"H",2,0,"H","D Webb",12,16,5,3,10,7,7,3,0,0,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-15,"Birmingham","Middlesbrough",0,2,"A",0,1,"A","D Bond",8,10,0,5,14,11,5,7,1,2,1,0,"2021/22","England Championship","England",2022
"E1",2022-03-15,"Blackburn","Derby",3,1,"H",0,1,"A","T Harrington",12,11,5,2,6,6,9,1,1,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-15,"Bournemouth","Reading",1,1,"D",1,0,"H","L Doughty",10,8,6,3,21,8,5,7,2,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-15,"West Brom","Fulham",1,0,"H",0,0,"D","K Friend",9,8,5,1,7,7,8,8,1,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-16,"Blackpool","Sheffield United",0,0,"D",0,0,"D","G Eltringham",10,8,1,2,6,12,2,5,1,2,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-16,"Cardiff","Stoke",2,1,"H",2,1,"H","A Woolmer",12,7,6,4,11,10,9,8,1,0,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-16,"Coventry","Hull",0,2,"A",0,2,"A","J Busby",17,12,5,6,9,6,12,5,2,0,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-16,"Luton","Preston",4,0,"H",3,0,"H","S Martin",12,10,5,2,8,13,4,3,1,2,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-16,"Millwall","Huddersfield",2,0,"H",1,0,"H","J Linington",19,13,7,3,8,7,7,3,2,0,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-16,"Nott'm Forest","QPR",3,1,"H",0,1,"A","P Bankes",16,6,8,1,11,18,6,2,2,5,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-16,"Peterboro","Swansea",2,3,"A",0,1,"A","O Langford",5,16,2,9,10,11,3,4,1,5,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-19,"Derby","Coventry",1,1,"D",0,1,"A","D Bond",15,13,6,6,4,15,7,10,1,3,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-19,"Sheffield United","Barnsley",2,0,"H",0,0,"D","S Martin",12,10,4,3,7,19,7,6,1,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-19,"Bristol City","West Brom",2,2,"D",1,0,"H","L Doughty",8,7,3,2,17,18,3,5,1,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-19,"Huddersfield","Bournemouth",0,3,"A",0,2,"A","S Hooper",7,14,4,6,7,8,2,5,0,3,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-19,"Hull","Luton",1,3,"A",0,1,"A","T Harrington",16,11,4,5,9,11,6,5,2,2,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-19,"Reading","Blackburn",1,0,"H",0,0,"D","J Linington",8,16,6,5,9,10,3,4,1,2,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-19,"Stoke","Millwall",2,0,"H",1,0,"H","J Brooks",15,7,2,2,10,12,4,4,3,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-19,"Swansea","Birmingham",0,0,"D",0,0,"D","J Simpson",9,16,4,4,13,8,1,6,0,0,0,0,"2021/22","England Championship","England",2022
"E1",2022-03-20,"QPR","Peterboro",1,3,"A",1,1,"D","D Webb",13,12,1,8,9,12,4,2,1,3,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-01,"Hull","Huddersfield",0,1,"A",0,0,"D","J Simpson",6,23,1,8,12,9,4,9,2,1,1,0,"2021/22","England Championship","England",2022
"E1",2022-04-02,"Blackpool","Nott'm Forest",1,4,"A",0,3,"A","J Gillett",18,17,5,7,9,8,8,4,1,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-02,"Barnsley","Reading",1,1,"D",1,0,"H","K Stroud",8,13,2,4,19,12,1,8,2,3,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-02,"Bournemouth","Bristol City",3,2,"H",1,1,"D","S Martin",25,6,9,3,8,7,12,3,0,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-02,"Cardiff","Swansea",0,4,"A",0,1,"A","J Smith",10,12,2,4,14,14,8,4,2,4,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-02,"Coventry","Blackburn",2,2,"D",1,0,"H","P Bankes",11,11,4,4,13,16,2,4,2,5,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-02,"Derby","Preston",1,0,"H",0,0,"D","G Eltringham",22,12,13,1,10,10,9,5,2,2,1,1,"2021/22","England Championship","England",2022
"E1",2022-04-02,"Luton","Millwall",2,2,"D",1,1,"D","G Scott",9,10,2,4,6,10,5,4,0,0,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-02,"Peterboro","Middlesbrough",0,4,"A",0,1,"A","L Doughty",10,11,3,6,19,10,5,7,3,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-02,"QPR","Fulham",0,2,"A",0,1,"A","G Ward",8,13,2,8,15,5,4,5,3,0,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-02,"Stoke","Sheffield United",1,0,"H",0,0,"D","D Webb",9,10,1,1,10,5,4,7,0,0,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-03,"Birmingham","West Brom",1,0,"H",0,0,"D","D Whitestone",3,8,2,0,11,11,3,6,2,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-05,"Millwall","Swansea",0,1,"A",0,0,"D","A Davies",13,14,2,5,9,5,10,5,1,2,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-05,"Peterboro","Luton",1,1,"D",0,0,"D","T Bramall",18,9,6,3,19,12,4,6,4,2,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-05,"Preston","Blackpool",1,0,"H",1,0,"H","D Webb",12,8,2,0,17,9,3,3,4,0,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-05,"Sheffield United","QPR",1,0,"H",1,0,"H","D Bond",9,7,3,1,14,9,5,5,2,3,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-05,"Reading","Stoke",2,1,"H",1,1,"D","D Whitestone",9,12,3,3,6,13,5,3,1,3,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-06,"Middlesbrough","Fulham",0,1,"A",0,0,"D","J Linington",15,6,2,2,13,13,8,4,3,2,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-06,"Nott'm Forest","Coventry",2,0,"H",1,0,"H","T Robinson",18,13,3,5,9,9,7,2,3,3,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-06,"West Brom","Bournemouth",2,0,"H",2,0,"H","K Stroud",12,17,4,0,9,14,6,5,3,3,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-09,"Sheffield United","Bournemouth",0,0,"D",0,0,"D","D Whitestone",10,6,2,2,18,14,7,4,3,2,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-09,"Blackburn","Blackpool",1,1,"D",1,0,"H","M Donohue",10,18,2,3,15,10,7,6,2,3,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-09,"Bristol City","Peterboro",1,1,"D",1,0,"H","J Brooks",19,16,2,5,12,13,11,4,0,1,0,1,"2021/22","England Championship","England",2022
"E1",2022-04-09,"Middlesbrough","Hull",0,1,"A",0,0,"D","A Woolmer",11,5,4,3,7,13,7,1,3,5,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-09,"Millwall","Barnsley",4,1,"H",1,0,"H","O Langford",15,13,10,4,7,12,7,7,1,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-09,"Nott'm Forest","Birmingham",2,0,"H",1,0,"H","G Ward",13,7,5,2,11,13,9,4,1,3,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-09,"Preston","QPR",2,1,"H",1,0,"H","T Harrington",20,15,7,7,11,9,7,5,0,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-09,"Reading","Cardiff",1,2,"A",1,0,"H","M Salisbury",10,7,2,3,8,10,5,5,0,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-09,"Swansea","Derby",2,1,"H",2,1,"H","T Robinson",10,8,3,3,11,9,3,4,2,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-09,"West Brom","Stoke",1,3,"A",0,1,"A","A Davies",15,13,3,4,7,6,6,4,0,0,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-10,"Fulham","Coventry",1,3,"A",0,2,"A","K Stroud",28,18,7,5,10,12,6,10,1,4,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-11,"Huddersfield","Luton",2,0,"H",0,0,"D","G Eltringham",11,7,4,1,7,14,6,3,3,2,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-15,"Luton","Nott'm Forest",1,0,"H",1,0,"H","J Linington",8,11,4,3,17,15,6,1,6,4,1,0,"2021/22","England Championship","England",2022
"E1",2022-04-15,"Birmingham","Coventry",2,4,"A",2,2,"D","O Langford",12,13,2,7,6,5,8,7,4,0,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-15,"Bournemouth","Middlesbrough",0,0,"D",0,0,"D","T Robinson",8,5,2,1,8,10,3,4,1,2,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-15,"Hull","Cardiff",2,1,"H",2,0,"H","S Martin",8,11,3,4,4,13,4,4,0,3,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-15,"Peterboro","Blackburn",2,1,"H",0,0,"D","C Kavanagh",15,13,10,2,8,13,7,6,1,1,0,1,"2021/22","England Championship","England",2022
"E1",2022-04-15,"Preston","Millwall",1,1,"D",1,1,"D","T Bramall",17,14,5,7,10,7,10,6,0,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-15,"Sheffield United","Reading",1,2,"A",0,1,"A","G Ward",13,8,2,3,15,11,6,2,4,4,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-15,"Stoke","Bristol City",0,1,"A",0,0,"D","M Donohue",12,6,3,4,16,13,6,0,2,4,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-15,"Swansea","Barnsley",1,1,"D",0,0,"D","A Woolmer",17,19,7,4,13,11,6,8,1,3,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-15,"West Brom","Blackpool",2,1,"H",1,0,"H","J Simpson",17,11,5,4,8,9,7,3,0,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-15,"Huddersfield","QPR",2,2,"D",1,1,"D","L Doughty",6,11,2,3,13,9,7,4,3,2,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-15,"Derby","Fulham",2,1,"H",0,1,"A","R Jones",6,21,4,8,8,11,3,8,4,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-18,"Middlesbrough","Huddersfield",0,2,"A",0,1,"A","D England",13,10,2,7,11,15,11,4,3,3,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-18,"Barnsley","Peterboro",0,2,"A",0,1,"A","D Bond",19,10,11,4,15,13,9,3,1,2,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-18,"Blackburn","Stoke",0,1,"A",0,1,"A","G Eltringham",13,7,4,2,13,12,1,3,2,2,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-18,"Blackpool","Birmingham",6,1,"H",3,0,"H","T Robinson",16,11,9,6,7,13,9,7,0,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-18,"Cardiff","Luton",0,1,"A",0,0,"D","A Davies",13,10,3,3,12,6,9,4,1,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-18,"Coventry","Bournemouth",0,3,"A",0,2,"A","M Donohue",11,5,4,3,15,6,10,3,0,0,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-18,"Millwall","Hull",2,1,"H",0,0,"D","D Whitestone",17,9,8,4,9,12,5,7,2,0,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-18,"QPR","Derby",1,0,"H",0,0,"D","J Smith",14,13,6,2,13,8,6,5,2,0,0,1,"2021/22","England Championship","England",2022
"E1",2022-04-18,"Reading","Swansea",4,4,"D",1,3,"A","K Friend",9,11,6,5,12,12,5,3,2,4,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-18,"Bristol City","Sheffield United",1,1,"D",0,0,"D","K Stroud",7,16,3,5,11,14,2,7,2,4,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-18,"Nott'm Forest","West Brom",4,0,"H",3,0,"H","D Webb",17,1,6,0,10,6,8,0,2,2,0,1,"2021/22","England Championship","England",2022
"E1",2022-04-19,"Fulham","Preston",3,0,"H",3,0,"H","D Doughty",14,8,6,1,13,14,6,5,1,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-22,"Huddersfield","Barnsley",2,1,"H",2,0,"H","J Linington",10,11,5,3,7,17,2,7,0,3,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-23,"Luton","Blackpool",1,1,"D",1,0,"H","J Brooks",10,14,5,2,17,14,0,3,0,4,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-23,"Birmingham","Millwall",2,2,"D",0,0,"D","L Doughty",15,13,3,8,16,15,4,6,4,3,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-23,"Bournemouth","Fulham",1,1,"D",0,0,"D","G Scott",9,6,2,2,15,26,4,3,3,7,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-23,"Derby","Bristol City",1,3,"A",0,2,"A","T Bramall",11,18,2,7,10,13,2,5,1,3,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-23,"Hull","Reading",3,0,"H",1,0,"H","T Robinson",9,13,3,4,10,12,5,5,2,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-23,"Peterboro","Nott'm Forest",0,1,"A",0,1,"A","M Salisbury",12,12,5,4,14,17,6,5,3,3,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-23,"Sheffield United","Cardiff",1,0,"H",0,0,"D","O Langford",7,5,4,1,10,10,5,4,1,3,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-23,"Stoke","QPR",1,0,"H",1,0,"H","A Woolmer",15,10,6,0,13,7,9,7,0,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-23,"Swansea","Middlesbrough",1,1,"D",0,0,"D","D Webb",19,13,4,4,12,12,8,2,2,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-23,"West Brom","Coventry",0,0,"D",0,0,"D","S Martin",12,10,2,3,10,9,7,3,1,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-25,"Preston","Blackburn",1,4,"A",1,3,"A","J Simpson",11,12,3,6,16,9,4,6,2,3,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-26,"Barnsley","Blackpool",0,2,"A",0,1,"A","J Busby",6,11,2,4,13,10,6,4,1,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-26,"Fulham","Nott'm Forest",0,1,"A",0,1,"A","J Smith",20,9,5,6,6,15,8,5,2,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-26,"Swansea","Bournemouth",3,3,"D",2,0,"H","D Bond",5,24,3,11,10,13,4,7,2,6,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-27,"Middlesbrough","Cardiff",2,0,"H",1,0,"H","M Donohue",14,8,4,4,6,16,9,4,2,4,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-29,"QPR","Sheffield United",1,3,"A",1,0,"H","P Bankes",8,27,2,8,6,6,1,15,2,2,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-30,"Barnsley","Preston",1,3,"A",1,1,"D","D Webb",15,18,5,7,11,5,3,10,0,0,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-30,"Blackburn","Bournemouth",0,3,"A",0,1,"A","R Jones",9,13,2,6,10,10,6,2,4,2,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-30,"Blackpool","Derby",0,2,"A",0,0,"D","A Davies",17,9,3,4,5,11,5,1,1,2,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-30,"Bristol City","Hull",5,0,"H",3,0,"H","B Toner",12,12,8,5,12,8,1,4,1,2,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-30,"Cardiff","Birmingham",1,1,"D",0,1,"A","J Busby",12,13,5,4,7,8,7,2,4,2,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-30,"Coventry","Huddersfield",1,2,"A",0,1,"A","T Harrington",22,7,9,4,8,5,10,3,1,0,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-30,"Middlesbrough","Stoke",3,1,"H",2,0,"H","J Simpson",9,10,2,3,4,7,7,1,0,0,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-30,"Millwall","Peterboro",3,0,"H",0,0,"D","G Eltringham",18,14,4,2,9,9,8,12,0,0,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-30,"Nott'm Forest","Swansea",5,1,"H",1,1,"D","G Scott",27,12,17,3,11,9,12,4,0,2,0,0,"2021/22","England Championship","England",2022
"E1",2022-04-30,"Reading","West Brom",0,1,"A",0,0,"D","M Donohue",9,14,0,4,8,10,6,5,1,3,0,0,"2021/22","England Championship","England",2022
"E1",2022-05-02,"Fulham","Luton",7,0,"H",2,0,"H","T Robinson",19,5,12,2,6,14,5,3,2,6,0,0,"2021/22","England Championship","England",2022
"E1",2022-05-03,"Bournemouth","Nott'm Forest",1,0,"H",0,0,"D","S Attwell",11,7,3,2,7,14,4,3,2,2,0,0,"2021/22","England Championship","England",2022
"E1",2022-05-07,"Birmingham","Blackburn",1,2,"A",0,2,"A","A Davies",14,14,5,7,7,11,8,1,0,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-05-07,"Bournemouth","Millwall",1,0,"H",0,0,"D","A Marriner",20,8,3,3,8,7,6,5,0,2,0,0,"2021/22","England Championship","England",2022
"E1",2022-05-07,"Derby","Cardiff",0,1,"A",0,0,"D","K Stroud",17,3,4,1,9,8,7,1,1,2,0,0,"2021/22","England Championship","England",2022
"E1",2022-05-07,"Huddersfield","Bristol City",2,0,"H",2,0,"H","D Webb",13,11,5,3,5,4,7,2,2,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-05-07,"Hull","Nott'm Forest",1,1,"D",0,0,"D","S Hooper",7,14,3,4,14,9,6,4,0,2,0,0,"2021/22","England Championship","England",2022
"E1",2022-05-07,"Luton","Reading",1,0,"H",1,0,"H","J Simpson",16,8,4,2,11,10,1,4,0,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-05-07,"Peterboro","Blackpool",5,0,"H",1,0,"H","A Woolmer",17,10,10,3,14,5,4,4,1,0,0,0,"2021/22","England Championship","England",2022
"E1",2022-05-07,"Preston","Middlesbrough",4,1,"H",2,0,"H","T Robinson",15,12,10,4,14,13,7,0,3,5,0,1,"2021/22","England Championship","England",2022
"E1",2022-05-07,"Sheffield United","Fulham",4,0,"H",3,0,"H","J Smith",10,14,5,4,17,12,2,7,2,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-05-07,"Stoke","Coventry",1,1,"D",1,1,"D","G Ward",9,18,2,5,9,11,4,7,0,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-05-07,"Swansea","QPR",0,1,"A",0,0,"D","S Martin",11,7,6,3,9,11,0,5,0,0,0,0,"2021/22","England Championship","England",2022
"E1",2022-05-07,"West Brom","Barnsley",4,0,"H",2,0,"H","L Doughty",17,3,7,2,5,9,6,1,0,1,0,0,"2021/22","England Championship","England",2022
"E1",2022-07-29,"Huddersfield","Burnley",0,1,"A",0,1,"A","J Linington",2,16,0,7,13,10,1,5,1,2,0,0,"2022/23","England Championship","England",2022
"E1",2022-07-30,"Blackburn","QPR",1,0,"H",1,0,"H","T Bramall",9,4,4,0,15,9,6,0,1,1,0,0,"2022/23","England Championship","England",2022
"E1",2022-07-30,"Blackpool","Reading",1,0,"H",1,0,"H","D Webb",10,12,5,3,12,7,3,10,1,0,0,0,"2022/23","England Championship","England",2022
"E1",2022-07-30,"Cardiff","Norwich",1,0,"H",0,0,"D","T Robinson",3,7,2,1,16,9,1,7,4,0,1,1,"2022/23","England Championship","England",2022
"E1",2022-07-30,"Hull","Bristol City",2,1,"H",0,1,"A","D Whitestone",14,10,4,4,11,5,6,3,0,0,0,0,"2022/23","England Championship","England",2022
"E1",2022-07-30,"Luton","Birmingham",0,0,"D",0,0,"D","G Scott",14,12,4,3,7,15,10,6,0,3,0,0,"2022/23","England Championship","England",2022
"E1",2022-07-30,"Millwall","Stoke",2,0,"H",1,0,"H","K Stroud",13,4,5,2,14,8,8,2,1,2,0,0,"2022/23","England Championship","England",2022
"E1",2022-07-30,"Rotherham","Swansea",1,1,"D",1,1,"D","M Donohue",9,14,8,5,12,6,5,6,1,2,0,0,"2022/23","England Championship","England",2022
"E1",2022-07-30,"Wigan","Preston",0,0,"D",0,0,"D","R Madley",20,11,5,2,9,17,7,4,2,3,0,1,"2022/23","England Championship","England",2022
"E1",2022-07-30,"Middlesbrough","West Brom",1,1,"D",1,0,"H","T Harrington",16,12,2,5,7,9,4,3,2,1,0,0,"2022/23","England Championship","England",2022
"E1",2022-07-31,"Sunderland","Coventry",1,1,"D",1,0,"H","D Bond",10,9,5,2,16,6,4,3,4,1,0,0,"2022/23","England Championship","England",2022
"E1",2022-08-01,"Watford","Sheffield United",1,0,"H",0,0,"D","J Smith",10,6,4,3,13,8,5,4,4,3,0,0,"2022/23","England Championship","England",2022
"E1",2022-08-05,"Birmingham","Huddersfield",2,1,"H",2,0,"H","G Ward",18,9,6,2,10,10,6,7,1,2,0,0,"2022/23","England Championship","England",2022
"E1",2022-08-06,"Norwich","Wigan",1,1,"D",0,1,"A","M Donohue",22,6,4,3,6,13,9,0,0,4,0,0,"2022/23","England Championship","England",2022
"E1",2022-08-06,"Bristol City","Sunderland",2,3,"A",1,1,"D","K Stroud",13,16,5,6,10,9,8,9,2,2,0,0,"2022/23","England Championship","England",2022
"E1",2022-08-06,"Burnley","Luton",1,1,"D",0,1,"A","D Bond",13,13,1,2,10,11,11,2,2,1,0,0,"2022/23","England Championship","England",2022
"E1",2022-08-06,"Preston","Hull",0,0,"D",0,0,"D","J Simpson",20,6,6,1,13,10,4,1,1,4,0,0,"2022/23","England Championship","England",2022
"E1",2022-08-06,"QPR","Middlesbrough",3,2,"H",3,1,"H","J Smith",10,12,5,3,12,12,5,5,2,2,0,1,"2022/23","England Championship","England",2022
"E1",2022-08-06,"Reading","Cardiff",2,1,"H",1,1,"D","D England",8,6,2,2,17,16,1,2,3,3,0,0,"2022/23","England Championship","England",2022
"E1",2022-08-06,"Sheffield United","Millwall",2,0,"H",2,0,"H","D Coote",19,11,6,1,12,10,3,5,3,2,0,0,"2022/23","England Championship","England",2022
"E1",2022-08-06,"Stoke","Blackpool",2,0,"H",1,0,"H","R Madley",20,10,7,0,10,8,5,6,2,2,0,0,"2022/23","England Championship","England",2022
"E1",2022-08-06,"Swansea","Blackburn",0,3,"A",0,1,"A","S Martin",8,5,5,4,8,9,5,4,3,1,0,0,"2022/23","England Championship","England",2022
"E1",2022-08-08,"West Brom","Watford",1,1,"D",1,1,"D","T Robinson",19,5,7,3,7,13,12,0,2,1,0,0,"2022/23","England Championship","England",2022
"E1",2022-08-12,"Watford","Burnley",1,0,"H",1,0,"H","T Bramall",5,11,1,4,13,12,3,6,1,1,1,0,"2022/23","England Championship","England",2022
"E1",2022-08-13,"Cardiff","Birmingham",1,0,"H",1,0,"H","D Bond",16,4,7,0,9,12,2,2,1,4,0,0,"2022/23","England Championship","England",2022
"E1",2022-08-13,"Blackpool","Swansea",0,1,"A",0,0,"D","A Woolmer",10,15,4,5,6,13,3,6,1,3,0,0,"2022/23","England Championship","England",2022
"E1",2022-08-13,"Huddersfield","Stoke",3,1,"H",1,0,"H","M Donohue",10,18,5,5,9,9,3,3,1,3,0,0,"2022/23","England Championship","England",2022
"E1",2022-08-13,"Hull","Norwich",2,1,"H",1,0,"H","J Linington",13,18,4,12,15,6,2,11,1,1,0,0,"2022/23","England Championship","England",2022
"E1",2022-08-13,"Luton","Preston",0,1,"A",0,1,"A","D Whitestone",18,7,2,5,11,12,8,3,0,6,0,0,"2022/23","England Championship","England",2022
