"GameID","Date","Competition","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","ModerateMistakes","Corner_Mistakes","Yellow_Mistakes","Total_Goals","Total_Shots","Total_Shots_On_Target","Total_Fouls","Total_Corners","Total_Yellow_Cards","Total_Red_Cards"
"20220101ARSMAN",2022-01-01,"England Premier League","Arsenal","Man City",1,2,"A",7,15,2,2,13,5,5,5,3,2,1,0,0,0,0,3,22,4,18,10,5,1
"20220101WATTOT",2022-01-01,"England Premier League","Watford","Tottenham",0,1,"A",6,21,4,9,6,9,3,7,0,1,0,0,0,0,0,1,27,13,15,10,1,0
"20220101CRYWES",2022-01-01,"England Premier League","Crystal Palace","West Ham",2,3,"A",22,10,6,5,6,16,9,1,0,2,0,0,0,0,0,5,32,11,22,10,2,0
"20220102BREAST",2022-01-02,"England Premier League","Brentford","Aston Villa",2,1,"H",10,16,4,5,17,11,3,7,2,2,0,0,0,0,0,3,26,9,28,10,4,0
"20220102EVEBRI",2022-01-02,"England Premier League","Everton","Brighton",2,3,"A",17,12,6,5,5,12,8,5,1,1,0,0,0,0,0,5,29,11,17,13,2,0
"20220102LEEBUR",2022-01-02,"England Premier League","Leeds","Burnley",3,1,"H",22,8,7,2,11,7,9,3,2,1,0,0,0,0,0,4,30,9,18,12,3,0
"20220102CHELIV",2022-01-02,"England Premier League","Chelsea","Liverpool",2,2,"D",15,10,6,6,5,13,6,7,1,2,0,0,0,0,0,4,25,12,18,13,3,0
"20220103MANWOL",2022-01-03,"England Premier League","Man United","Wolves",0,1,"A",9,19,2,6,9,8,3,8,3,1,0,0,0,0,0,1,28,8,17,11,4,0
"20220111SOUBRE",2022-01-11,"England Premier League","Southampton","Brentford",4,1,"H",12,5,6,4,9,8,5,2,0,1,0,0,0,0,0,5,17,10,17,7,1,0
"20220112WESNOR",2022-01-12,"England Premier League","West Ham","Norwich",2,0,"H",13,7,5,3,9,8,11,2,0,0,0,0,0,0,0,2,20,8,17,13,0,0
"20220114BRICRY",2022-01-14,"England Premier League","Brighton","Crystal Palace",1,1,"D",19,3,4,1,11,7,9,0,0,2,0,0,0,0,0,2,22,5,18,9,2,0
"20220115MANCHE",2022-01-15,"England Premier League","Man City","Chelsea",1,0,"H",11,4,6,1,11,6,9,1,0,2,0,0,0,0,0,1,15,7,17,10,2,0
"20220115NEWWAT",2022-01-15,"England Premier League","Newcastle","Watford",1,1,"D",12,18,1,5,13,13,4,6,3,2,0,0,0,0,0,2,30,6,26,10,5,0
"20220115NOREVE",2022-01-15,"England Premier League","Norwich","Everton",2,1,"H",14,12,3,5,12,14,8,8,3,1,0,0,0,0,0,3,26,8,26,16,4,0
"20220115WOLSOU",2022-01-15,"England Premier League","Wolves","Southampton",3,1,"H",9,13,5,10,13,14,2,10,2,3,0,0,0,0,0,4,22,15,27,12,5,0
"20220115ASTMAN",2022-01-15,"England Premier League","Aston Villa","Man United",2,2,"D",13,13,9,6,8,13,3,6,1,2,0,0,0,0,0,4,26,15,21,9,3,0
"20220116LIVBRE",2022-01-16,"England Premier League","Liverpool","Brentford",3,0,"H",27,6,13,1,6,6,9,0,0,1,0,0,0,0,0,3,33,14,12,9,1,0
"20220116WESLEE",2022-01-16,"England Premier League","West Ham","Leeds",2,3,"A",15,18,5,5,6,9,4,3,3,2,0,0,0,0,0,5,33,10,15,7,5,0
"20220118BRICHE",2022-01-18,"England Premier League","Brighton","Chelsea",1,1,"D",10,15,2,3,8,5,5,7,1,2,0,0,0,0,0,2,25,5,13,12,3,0
"20220119LEITOT",2022-01-19,"England Premier League","Leicester","Tottenham",2,3,"A",14,27,4,10,6,12,3,8,1,2,0,0,0,0,0,5,41,14,18,11,3,0
"20220119BREMAN",2022-01-19,"England Premier League","Brentford","Man United",1,3,"A",18,13,8,5,7,9,6,9,0,0,0,0,0,0,0,4,31,13,16,15,0,0
"20220121WATNOR",2022-01-21,"England Premier League","Watford","Norwich",0,3,"A",15,7,4,2,16,11,5,1,0,1,1,0,0,0,0,3,22,6,27,6,1,1
"20220122EVEAST",2022-01-22,"England Premier League","Everton","Aston Villa",0,1,"A",15,8,1,3,14,16,9,2,5,3,0,0,0,0,0,1,23,4,30,11,8,0
"20220122BREWOL",2022-01-22,"England Premier League","Brentford","Wolves",1,2,"A",11,7,1,2,6,7,6,3,2,3,0,0,0,0,0,3,18,3,13,9,5,0
"20220122LEENEW",2022-01-22,"England Premier League","Leeds","Newcastle",0,1,"A",13,15,4,3,9,9,6,7,4,2,0,0,0,0,0,1,28,7,18,13,6,0
"20220122MANWES",2022-01-22,"England Premier League","Man United","West Ham",1,0,"H",18,6,3,1,9,8,3,3,1,1,0,0,0,0,0,1,24,4,17,6,2,0
"20220122SOUMAN",2022-01-22,"England Premier League","Southampton","Man City",1,1,"D",7,20,3,5,13,5,2,11,3,0,0,0,0,0,0,2,27,8,18,13,3,0
"20220123ARSBUR",2022-01-23,"England Premier League","Arsenal","Burnley",0,0,"D",20,10,5,1,9,13,12,4,0,2,0,0,0,0,0,0,30,6,22,16,2,0
"20220123CRYLIV",2022-01-23,"England Premier League","Crystal Palace","Liverpool",1,3,"A",8,15,5,7,12,10,2,5,4,1,0,0,0,0,0,4,23,12,22,7,5,0
"20220123LEIBRI",2022-01-23,"England Premier League","Leicester","Brighton",1,1,"D",15,14,5,5,6,8,4,5,0,1,0,0,0,0,0,2,29,10,14,9,1,0
"20220123CHETOT",2022-01-23,"England Premier League","Chelsea","Tottenham",2,0,"H",15,6,7,3,17,14,10,3,2,1,0,0,0,0,0,2,21,10,31,13,3,0
"20220205BURWAT",2022-02-05,"England Premier League","Burnley","Watford",0,0,"D",13,11,2,5,16,9,4,7,1,2,0,0,0,0,0,0,24,7,25,11,3,0
"20220208NEWEVE",2022-02-08,"England Premier League","Newcastle","Everton",3,1,"H",20,11,9,3,13,13,6,2,2,3,0,0,0,0,0,4,31,12,26,8,5,0
"20220208WESWAT",2022-02-08,"England Premier League","West Ham","Watford",1,0,"H",9,6,3,1,1,6,5,6,1,0,0,0,0,0,0,1,15,4,7,11,1,0
"20220208BURMAN",2022-02-08,"England Premier League","Burnley","Man United",1,1,"D",9,22,3,5,11,10,2,10,2,1,0,0,0,0,0,2,31,8,21,12,3,0
"20220209MANBRE",2022-02-09,"England Premier League","Man City","Brentford",2,0,"H",15,6,7,2,7,13,9,3,0,0,0,0,0,0,0,2,21,9,20,12,0,0
"20220209NORCRY",2022-02-09,"England Premier League","Norwich","Crystal Palace",1,1,"D",5,13,1,5,11,15,4,6,1,2,0,0,0,0,0,2,18,6,26,10,3,0
"20220209TOTSOU",2022-02-09,"England Premier League","Tottenham","Southampton",2,3,"A",8,23,3,10,7,13,2,8,2,3,0,0,0,0,0,5,31,13,20,10,5,0
"20220209ASTLEE",2022-02-09,"England Premier League","Aston Villa","Leeds",3,3,"D",12,16,4,8,11,9,6,11,1,3,1,0,0,0,0,6,28,12,20,17,4,1
"20220210LIVLEI",2022-02-10,"England Premier League","Liverpool","Leicester",2,0,"H",22,5,11,1,11,7,7,6,1,0,0,0,0,0,0,2,27,12,18,13,1,0
"20220210WOLARS",2022-02-10,"England Premier League","Wolves","Arsenal",0,1,"A",15,12,4,2,12,13,7,4,2,3,0,1,0,0,0,1,27,6,25,11,5,1
"20220212MANSOU",2022-02-12,"England Premier League","Man United","Southampton",1,1,"D",12,13,8,4,12,13,1,4,4,0,0,0,0,0,0,2,25,12,25,5,4,0
"20220212BRECRY",2022-02-12,"England Premier League","Brentford","Crystal Palace",0,0,"D",9,6,2,3,10,10,3,9,1,0,0,0,0,0,0,0,15,5,20,12,1,0
"20220212EVELEE",2022-02-12,"England Premier League","Everton","Leeds",3,0,"H",21,7,10,0,8,9,5,3,1,1,0,0,0,0,0,3,28,10,17,8,2,0
"20220212WATBRI",2022-02-12,"England Premier League","Watford","Brighton",0,2,"A",9,11,1,6,16,9,4,5,3,2,0,0,0,0,0,2,20,7,25,9,5,0
"20220212NORMAN",2022-02-12,"England Premier League","Norwich","Man City",0,4,"A",8,22,3,9,7,8,4,12,0,2,0,0,0,0,0,4,30,12,15,16,2,0
"20220213BURLIV",2022-02-13,"England Premier League","Burnley","Liverpool",0,1,"A",8,12,5,4,7,6,5,8,0,1,0,0,0,0,0,1,20,9,13,13,1,0
"20220213NEWAST",2022-02-13,"England Premier League","Newcastle","Aston Villa",1,0,"H",10,11,2,1,22,15,3,6,3,4,0,0,0,0,0,1,21,3,37,9,7,0
"20220213TOTWOL",2022-02-13,"England Premier League","Tottenham","Wolves",0,2,"A",17,11,7,7,13,13,7,3,3,1,0,0,0,0,0,2,28,14,26,10,4,0
"20220213LEIWES",2022-02-13,"England Premier League","Leicester","West Ham",2,2,"D",13,8,2,3,10,9,5,4,1,2,0,0,0,0,0,4,21,5,19,9,3,0
"20220215MANBRI",2022-02-15,"England Premier League","Man United","Brighton",2,0,"H",19,10,7,3,8,10,10,2,3,1,0,1,0,0,0,2,29,10,18,12,4,1
"20220219WESNEW",2022-02-19,"England Premier League","West Ham","Newcastle",1,1,"D",11,14,3,3,3,7,3,7,3,3,0,0,0,0,0,2,25,6,10,10,6,0
"20220219ARSBRE",2022-02-19,"England Premier League","Arsenal","Brentford",2,1,"H",24,6,8,2,10,5,14,0,1,1,0,0,0,0,0,3,30,10,15,14,2,0
"20220219ASTWAT",2022-02-19,"England Premier League","Aston Villa","Watford",0,1,"A",20,8,1,4,12,7,10,5,1,2,0,0,0,0,0,1,28,5,19,15,3,0
"20220219BRIBUR",2022-02-19,"England Premier League","Brighton","Burnley",0,3,"A",11,10,1,4,12,12,4,4,1,4,0,0,0,0,0,3,21,5,24,8,5,0
"20220219CRYCHE",2022-02-19,"England Premier League","Crystal Palace","Chelsea",0,1,"A",7,9,0,3,4,20,4,4,1,3,0,0,0,0,0,1,16,3,24,8,4,0
"20220219LIVNOR",2022-02-19,"England Premier League","Liverpool","Norwich",3,1,"H",29,6,8,1,7,8,9,4,0,1,0,0,0,0,0,4,35,9,15,13,1,0
"20220219SOUEVE",2022-02-19,"England Premier League","Southampton","Everton",2,0,"H",19,9,11,0,6,9,4,4,0,2,0,0,0,0,0,2,28,11,15,8,2,0
"20220219MANTOT",2022-02-19,"England Premier League","Man City","Tottenham",2,3,"A",21,6,4,5,5,7,10,0,0,3,0,0,0,0,0,5,27,9,12,10,3,0
"20220220LEEMAN",2022-02-20,"England Premier League","Leeds","Man United",2,4,"A",16,15,6,9,13,19,3,3,6,3,0,0,0,0,0,6,31,15,32,6,9,0
"20220220WOLLEI",2022-02-20,"England Premier League","Wolves","Leicester",2,1,"H",11,17,3,7,12,9,7,10,4,4,0,0,0,0,0,3,28,10,21,17,8,0
"20220223BURTOT",2022-02-23,"England Premier League","Burnley","Tottenham",1,0,"H",15,12,4,2,8,8,3,7,0,0,0,0,0,0,0,1,27,6,16,10,0,0
"20220223WATCRY",2022-02-23,"England Premier League","Watford","Crystal Palace",1,4,"A",8,7,1,5,12,9,6,4,2,1,0,0,0,0,0,5,15,6,21,10,3,0
"20220223LIVLEE",2022-02-23,"England Premier League","Liverpool","Leeds",6,0,"H",23,3,15,2,5,11,4,0,0,3,0,0,0,0,0,6,26,17,16,4,3,0
"20220224ARSWOL",2022-02-24,"England Premier League","Arsenal","Wolves",2,1,"H",26,6,5,2,8,9,5,4,1,1,0,0,0,0,0,3,32,7,17,9,2,0
"20220225SOUNOR",2022-02-25,"England Premier League","Southampton","Norwich",2,0,"H",27,8,9,1,12,9,13,6,1,2,0,0,0,0,0,2,35,10,21,19,3,0
"20220226LEETOT",2022-02-26,"England Premier League","Leeds","Tottenham",0,4,"A",19,15,3,11,16,11,3,6,4,2,0,0,0,0,0,4,34,14,27,9,6,0
"20220226BRENEW",2022-02-26,"England Premier League","Brentford","Newcastle",0,2,"A",6,26,1,11,9,7,6,6,3,1,1,0,0,0,0,2,32,12,16,12,4,1
"20220226CRYBUR",2022-02-26,"England Premier League","Crystal Palace","Burnley",1,1,"D",11,5,4,1,5,17,5,4,0,2,0,0,0,0,0,2,16,5,22,9,2,0
"20220226MANWAT",2022-02-26,"England Premier League","Man United","Watford",0,0,"D",22,10,3,2,2,7,4,3,0,0,0,0,0,0,0,0,32,5,9,7,0,0
"20220226BRIAST",2022-02-26,"England Premier League","Brighton","Aston Villa",0,2,"A",12,9,1,4,17,11,7,2,4,5,0,0,0,0,0,2,21,5,28,9,9,0
"20220226EVEMAN",2022-02-26,"England Premier League","Everton","Man City",0,1,"A",6,13,2,8,7,14,3,4,3,2,0,0,0,0,0,1,19,10,21,7,5,0
"20220227WESWOL",2022-02-27,"England Premier League","West Ham","Wolves",1,0,"H",13,14,4,1,8,2,3,5,1,0,0,0,0,0,0,1,27,5,10,8,1,0
"20220301BURLEI",2022-03-01,"England Premier League","Burnley","Leicester",0,2,"A",9,22,2,6,10,13,6,8,1,1,0,0,0,0,0,2,31,8,23,14,2,0
"20220305LEILEE",2022-03-05,"England Premier League","Leicester","Leeds",1,0,"H",7,19,4,4,9,12,5,10,1,2,0,0,0,0,0,1,26,8,21,15,3,0
"20220305ASTSOU",2022-03-05,"England Premier League","Aston Villa","Southampton",4,0,"H",14,11,9,1,10,8,4,7,1,1,0,0,0,0,0,4,25,10,18,11,2,0
"20220305BURCHE",2022-03-05,"England Premier League","Burnley","Chelsea",0,4,"A",6,11,1,5,12,7,5,2,2,0,0,0,0,0,0,4,17,6,19,7,2,0
"20220305NEWCBRI",2022-03-05,"England Premier League","Newcastle","Brighton",2,1,"H",10,15,4,4,8,10,4,7,1,1,0,0,0,0,0,3,25,8,18,11,2,0
"20220305NORBRE",2022-03-05,"England Premier League","Norwich","Brentford",1,3,"A",15,10,7,6,13,18,5,5,2,5,0,0,0,0,0,4,25,13,31,10,7,0
"20220305WOLCRY",2022-03-05,"England Premier League","Wolves","Crystal Palace",0,2,"A",12,12,5,8,13,8,7,7,0,3,0,0,0,0,0,2,24,13,21,14,3,0
"20220305LIVWES",2022-03-05,"England Premier League","Liverpool","West Ham",1,0,"H",22,13,5,5,7,7,4,6,2,1,0,0,0,0,0,1,35,10,14,10,3,0
"20220306WATARS",2022-03-06,"England Premier League","Watford","Arsenal",2,3,"A",13,16,7,4,5,11,1,5,1,2,0,0,0,0,0,5,29,11,16,6,3,0
"20220306MANMAN",2022-03-06,"England Premier League","Man City","Man United",4,1,"H",24,5,10,2,10,14,9,3,0,1,0,0,0,0,0,5,29,12,24,12,1,0
"20220307TOTEVE",2022-03-07,"England Premier League","Tottenham","Everton",5,0,"H",14,6,7,0,15,10,5,2,2,0,0,0,0,0,0,5,20,7,25,7,2,0
"20220310NORCHE",2022-03-10,"England Premier League","Norwich","Chelsea",1,3,"A",9,15,3,7,8,15,3,8,0,2,0,0,0,0,0,4,24,10,23,11,2,0
"20220310SOUNEW",2022-03-10,"England Premier League","Southampton","Newcastle",1,2,"A",14,8,5,4,6,7,12,5,1,1,0,0,0,0,0,3,22,9,13,17,2,0
"20220310WOLWAT",2022-03-10,"England Premier League","Wolves","Watford",4,0,"H",10,9,5,0,11,10,5,2,2,2,0,0,0,0,0,4,19,5,21,7,4,0
"20220310LEEAST",2022-03-10,"England Premier League","Leeds","Aston Villa",0,3,"A",4,15,1,9,17,11,3,5,5,3,0,0,0,0,0,3,19,10,28,8,8,0
"20220312BRILIV",2022-03-12,"England Premier League","Brighton","Liverpool",0,2,"A",8,18,3,9,12,15,7,6,3,1,0,0,0,0,0,2,26,12,27,13,4,0
"20220312BREBUR",2022-03-12,"England Premier League","Brentford","Burnley",2,0,"H",13,7,4,1,6,10,2,9,1,1,0,1,0,0,0,2,20,5,16,11,2,1
"20220312MANTOT",2022-03-12,"England Premier League","Man United","Tottenham",3,2,"H",10,10,6,3,8,7,4,5,2,1,0,0,0,0,0,5,20,9,15,9,3,0
"20220313CHENEW",2022-03-13,"England Premier League","Chelsea","Newcastle",1,0,"H",8,7,3,2,17,16,7,2,4,3,0,0,0,0,0,1,15,5,33,9,7,0
"20220313EVEWOL",2022-03-13,"England Premier League","Everton","Wolves",0,1,"A",8,14,2,3,13,11,5,2,2,1,1,0,0,0,0,1,22,5,24,7,3,1
"20220313LEENOR",2022-03-13,"England Premier League","Leeds","Norwich",2,1,"H",13,12,7,4,18,8,6,2,3,1,0,0,0,0,0,3,25,11,26,8,4,0
"20220313SOUWAT",2022-03-13,"England Premier League","Southampton","Watford",1,2,"A",13,9,7,5,8,12,11,3,3,2,0,0,0,0,0,3,22,12,20,14,5,0
"20220313WESAST",2022-03-13,"England Premier League","West Ham","Aston Villa",2,1,"H",11,13,4,7,9,3,5,7,1,0,0,0,0,0,0,3,24,11,12,12,1,0
"20220313ARSLEI",2022-03-13,"England Premier League","Arsenal","Leicester",2,0,"H",21,6,8,3,8,10,2,6,0,3,0,0,0,0,0,2,27,11,18,8,3,0
"20220314CRYMAN",2022-03-14,"England Premier League","Crystal Palace","Man City",0,0,"D",7,18,1,4,6,11,2,6,3,1,0,0,0,0,0,0,25,5,17,8,4,0
"20220316BRITOT",2022-03-16,"England Premier League","Brighton","Tottenham",0,2,"A",15,17,0,7,11,9,6,3,2,2,0,0,0,0,0,2,32,7,20,9,4,0
"20220316ARSLIV",2022-03-16,"England Premier League","Arsenal","Liverpool",0,2,"A",9,9,2,3,9,9,1,6,0,1,0,0,0,0,0,2,18,5,18,7,1,0
"20220317EVENEW",2022-03-17,"England Premier League","Everton","Newcastle",1,0,"H",9,17,3,6,13,11,5,7,2,1,1,0,1,0,1,1,26,9,24,12,3,1
"20220318WOLLEE",2022-03-18,"England Premier League","Wolves","Leeds",2,3,"A",14,15,8,6,13,14,2,5,1,4,1,0,0,0,0,5,29,14,27,7,5,1
"20220319ASTARS",2022-03-19,"England Premier League","Aston Villa","Arsenal",0,1,"A",8,10,1,3,13,14,6,5,3,3,0,0,0,0,0,1,18,4,27,11,6,0
"20220320LEIBRE",2022-03-20,"England Premier League","Leicester","Brentford",2,1,"H",12,15,4,6,10,10,2,5,1,2,0,0,0,0,0,3,27,10,20,7,3,0
"20220320TOTWES",2022-03-20,"England Premier League","Tottenham","West Ham",3,1,"H",17,6,4,1,7,7,5,3,0,1,0,0,0,0,0,4,23,5,14,8,1,0
"20220402LIVWAT",2022-04-02,"England Premier League","Liverpool","Watford",2,0,"H",20,5,3,2,9,8,9,3,1,1,0,0,0,0,0,2,25,5,17,12,2,0
"20220402BRINOR",2022-04-02,"England Premier League","Brighton","Norwich",0,0,"D",31,6,4,0,12,11,11,2,1,1,0,0,0,0,0,0,37,4,23,13,2,0
"20220402BURMAN",2022-04-02,"England Premier League","Burnley","Man City",0,2,"A",3,18,1,6,11,6,1,8,1,0,0,0,0,0,0,2,21,7,17,9,1,0
"20220402CHEBRE",2022-04-02,"England Premier League","Chelsea","Brentford",1,4,"A",21,17,8,6,11,7,12,7,0,0,0,0,0,0,0,5,38,14,18,19,0,0
"20220402LEESOU",2022-04-02,"England Premier League","Leeds","Southampton",1,1,"D",12,14,3,6,14,7,4,7,1,1,0,0,0,0,0,2,26,9,21,11,2,0
"20220402WOLAST",2022-04-02,"England Premier League","Wolves","Aston Villa",2,1,"H",11,15,5,5,15,8,4,9,4,3,0,0,0,0,0,3,26,10,23,13,7,0
"20220402MANLEI",2022-04-02,"England Premier League","Man United","Leicester",1,1,"D",11,11,5,3,13,6,6,5,2,2,0,0,0,0,0,2,22,8,19,11,4,0
"20220403WESEVE",2022-04-03,"England Premier League","West Ham","Everton",2,1,"H",11,13,5,2,9,12,2,4,1,1,0,1,0,0,0,3,24,7,21,6,2,1
"20220403TOTNEW",2022-04-03,"England Premier League","Tottenham","Newcastle",5,1,"H",19,8,6,1,10,7,2,3,2,3,0,0,0,0,0,6,27,7,17,5,5,0
"20220404CRYARS",2022-04-04,"England Premier League","Crystal Palace","Arsenal",3,0,"H",6,12,5,3,11,15,0,2,0,2,0,0,0,0,0,3,18,8,26,2,2,0
"20220406BUREVE",2022-04-06,"England Premier League","Burnley","Everton",3,2,"H",13,16,4,4,11,16,9,6,2,2,0,0,0,0,0,5,29,8,27,15,4,0
"20220408NEWWOL",2022-04-08,"England Premier League","Newcastle","Wolves",1,0,"H",12,5,4,2,6,13,1,2,1,1,0,0,0,0,0,1,17,6,19,3,2,0
"20220409EVEMAN",2022-04-09,"England Premier League","Everton","Man United",1,0,"H",7,12,3,4,4,10,5,7,2,2,0,0,0,0,0,1,19,7,14,12,4,0
"20220409ARSBRI",2022-04-09,"England Premier League","Arsenal","Brighton",1,2,"A",20,8,4,3,12,19,11,2,3,4,0,0,0,0,0,3,28,7,31,13,7,0
"20220409SOUCHE",2022-04-09,"England Premier League","Southampton","Chelsea",0,6,"A",4,24,1,14,11,10,3,3,1,0,0,0,0,0,0,6,28,15,21,6,1,0
"20220409WATLEE",2022-04-09,"England Premier League","Watford","Leeds",0,3,"A",8,10,1,5,8,12,3,8,2,0,0,0,0,0,0,3,18,6,20,11,2,0
"20220409ASTTOT",2022-04-09,"England Premier League","Aston Villa","Tottenham",0,4,"A",9,11,8,5,12,14,9,3,2,3,0,0,0,0,0,4,20,13,26,12,5,0
"20220410BREWES",2022-04-10,"England Premier League","Brentford","West Ham",2,0,"H",15,5,7,1,2,6,4,6,0,1,0,0,0,0,0,2,20,8,8,10,1,0
"20220410LEICRY",2022-04-10,"England Premier League","Leicester","Crystal Palace",2,1,"H",12,11,3,3,11,12,3,4,1,1,0,0,0,0,0,3,23,6,23,7,2,0
"20220410NORBUR",2022-04-10,"England Premier League","Norwich","Burnley",2,0,"H",17,18,6,4,12,10,6,7,1,1,0,0,3,1,2,2,35,10,22,13,2,0
"20220410MANLIV",2022-04-10,"England Premier League","Man City","Liverpool",2,2,"D",11,6,5,4,9,11,4,1,1,4,0,0,0,0,0,4,17,9,20,5,5,0
"20220416TOTBRI",2022-04-16,"England Premier League","Tottenham","Brighton",0,1,"A",5,12,0,5,14,10,4,4,3,3,0,0,1,0,1,1,17,5,24,8,6,0
"20220416MANNOR",2022-04-16,"England Premier League","Man United","Norwich",3,2,"H",20,15,9,4,7,6,6,7,0,0,0,0,0,0,0,5,35,13,13,13,0,0
"20220416SOUARS",2022-04-16,"England Premier League","Southampton","Arsenal",1,0,"H",9,23,3,6,6,6,6,8,2,1,0,0,0,0,0,1,32,9,12,14,3,0
"20220416WATBRE",2022-04-16,"England Premier League","Watford","Brentford",1,2,"A",17,16,4,5,11,9,6,5,2,1,0,0,0,0,0,3,33,9,20,11,3,0
"20220417NEWLEI",2022-04-17,"England Premier League","Newcastle","Leicester",2,1,"H",16,8,7,2,10,10,3,5,2,2,0,0,0,0,0,3,24,9,20,8,4,0
"20220417WESBUR",2022-04-17,"England Premier League","West Ham","Burnley",1,1,"D",21,9,8,1,9,10,13,4,2,2,0,0,0,0,0,2,30,9,19,17,4,0
"20220419LIVMAN",2022-04-19,"England Premier League","Liverpool","Man United",4,0,"H",14,2,5,1,3,6,10,2,1,2,0,0,0,0,0,4,16,6,9,12,3,0
"20220420CHEARS",2022-04-20,"England Premier League","Chelsea","Arsenal",2,4,"A",11,14,2,4,7,6,6,1,3,1,0,0,0,0,0,6,25,6,13,7,4,0
"20220420EVELEI",2022-04-20,"England Premier League","Everton","Leicester",1,1,"D",13,11,3,3,8,17,5,4,3,1,0,0,0,0,0,2,24,6,25,9,4,0
"20220420NEWCRY",2022-04-20,"England Premier League","Newcastle","Crystal Palace",1,0,"H",13,10,4,2,12,12,2,5,1,1,0,0,0,0,0,1,23,6,24,7,2,0
"20220420MANBRI",2022-04-20,"England Premier League","Man City","Brighton",3,0,"H",17,2,5,1,12,7,7,4,0,3,0,0,0,0,0,3,19,6,19,11,3,0
"20220421BURSOU",2022-04-21,"England Premier League","Burnley","Southampton",2,0,"H",16,11,6,3,7,7,10,10,2,2,0,0,0,0,0,2,27,9,14,20,4,0
"20220423ARSMAN",2022-04-23,"England Premier League","Arsenal","Man United",3,1,"H",14,14,7,5,9,12,1,7,3,4,0,0,1,1,0,4,28,12,21,8,7,0
"20220423LEIAST",2022-04-23,"England Premier League","Leicester","Aston Villa",0,0,"D",5,11,2,3,15,16,7,6,3,2,0,0,0,0,0,0,16,5,31,13,5,0
"20220423MANWAT",2022-04-23,"England Premier League","Man City","Watford",5,1,"H",21,5,8,2,9,7,11,4,1,0,0,0,0,0,0,6,26,10,16,15,1,0
"20220423NORNEW",2022-04-23,"England Premier League","Norwich","Newcastle",0,3,"A",5,13,2,7,11,10,2,3,0,2,0,0,0,0,0,3,18,9,21,5,2,0
"20220423BRETOT",2022-04-23,"England Premier League","Brentford","Tottenham",0,0,"D",15,9,2,0,8,7,12,8,2,1,0,0,0,0,0,0,24,2,15,20,3,0
"20220424BRISOU",2022-04-24,"England Premier League","Brighton","Southampton",2,2,"D",8,18,5,5,12,7,6,6,1,0,0,0,0,0,0,4,26,10,19,12,1,0
"20220424BURWOL",2022-04-24,"England Premier League","Burnley","Wolves",1,0,"H",14,10,5,4,8,7,3,6,3,1,0,0,0,0,0,1,24,9,15,9,4,0
"20220424CHEWES",2022-04-24,"England Premier League","Chelsea","West Ham",1,0,"H",26,6,5,2,11,9,3,1,1,0,0,1,0,0,0,1,32,7,20,4,1,1
"20220424LIVEVE",2022-04-24,"England Premier League","Liverpool","Everton",2,0,"H",18,9,4,1,8,8,13,1,2,5,0,0,0,0,0,2,27,5,16,14,7,0
"20220425CRYLEE",2022-04-25,"England Premier League","Crystal Palace","Leeds",0,0,"D",17,9,7,2,12,13,6,3,2,2,0,0,0,0,0,0,26,9,25,9,4,0
"20220428MANCHE",2022-04-28,"England Premier League","Man United","Chelsea",1,1,"D",6,21,3,6,9,12,2,9,0,1,0,0,0,0,0,2,27,9,21,11,1,0
"20220430NEWLIV",2022-04-30,"England Premier League","Newcastle","Liverpool",0,1,"A",4,24,2,10,11,11,0,6,1,3,0,0,0,0,0,1,28,12,22,6,4,0
"20220430ASTNOR",2022-04-30,"England Premier League","Aston Villa","Norwich",2,0,"H",21,9,6,3,16,8,2,3,4,1,0,0,0,0,0,2,30,9,24,5,5,0
"20220430SOUCRY",2022-04-30,"England Premier League","Southampton","Crystal Palace",1,2,"A",8,14,3,5,13,11,6,7,1,3,0,0,0,0,0,3,22,8,24,13,4,0
"20220430WATBUR",2022-04-30,"England Premier League","Watford","Burnley",1,2,"A",13,17,1,6,13,9,5,6,1,2,0,0,0,0,0,3,30,7,22,11,3,0
"20220430WOLBRI",2022-04-30,"England Premier League","Wolves","Brighton",0,3,"A",11,17,1,9,6,4,7,3,2,1,0,0,0,0,0,3,28,10,10,10,3,0
"20220430LEEMAN",2022-04-30,"England Premier League","Leeds","Man City",0,4,"A",7,19,2,6,13,3,3,6,1,2,0,0,0,0,0,4,26,8,16,9,3,0
"20220501EVECHE",2022-05-01,"England Premier League","Everton","Chelsea",1,0,"H",9,17,4,5,9,12,3,8,3,5,0,0,0,0,0,1,26,9,21,11,8,0
"20220501TOTLEI",2022-05-01,"England Premier League","Tottenham","Leicester",3,1,"H",13,6,7,2,13,8,7,3,2,3,0,0,0,0,0,4,19,9,21,10,5,0
"20220501WESARS",2022-05-01,"England Premier League","West Ham","Arsenal",1,2,"A",8,13,3,7,8,9,3,7,2,2,0,0,1,0,1,3,21,10,17,10,4,0
"20220502MANBRE",2022-05-02,"England Premier League","Man United","Brentford",3,0,"H",9,12,5,4,4,6,3,8,1,0,0,0,0,0,0,3,21,9,10,11,1,0
"20220507BRESOU",2022-05-07,"England Premier League","Brentford","Southampton",3,0,"H",18,19,5,4,12,9,4,7,0,1,0,0,0,0,0,3,37,9,21,11,1,0
